"text","line_number","section","chapter_number","paragraph_number"
"Parsee’s mystic watch was without intermission as his own; yet these",20722,"text",131,2858
"two never seemed to speak—one man to the other—unless at long intervals",20723,"text",131,2858
"some passing unmomentous matter made it necessary. Though such a potent",20724,"text",131,2858
"spell seemed secretly to join the twain; openly, and to the awe-struck",20725,"text",131,2858
"crew, they seemed pole-like asunder. If by day they chanced to speak",20726,"text",131,2858
"one word; by night, dumb men were both, so far as concerned the",20727,"text",131,2858
"slightest verbal interchange. At times, for longest hours, without a",20728,"text",131,2858
"single hail, they stood far parted in the starlight; Ahab in his",20729,"text",131,2858
"scuttle, the Parsee by the mainmast; but still fixedly gazing upon each",20730,"text",131,2858
"other; as if in the Parsee Ahab saw his forethrown shadow, in Ahab the",20731,"text",131,2858
"Parsee his abandoned substance.",20732,"text",131,2858
"",20733,"text",131,2859
"And yet, somehow, did Ahab—in his own proper self, as daily, hourly,",20734,"text",131,2859
"and every instant, commandingly revealed to his subordinates,—Ahab",20735,"text",131,2859
"seemed an independent lord; the Parsee but his slave. Still again both",20736,"text",131,2859
"seemed yoked together, and an unseen tyrant driving them; the lean",20737,"text",131,2859
"shade siding the solid rib. For be this Parsee what he may, all rib and",20738,"text",131,2859
"keel was solid Ahab.",20739,"text",131,2859
"",20740,"text",131,2860
"At the first faintest glimmering of the dawn, his iron voice was heard",20741,"text",131,2860
"from aft—“Man the mast-heads!”—and all through the day, till after",20742,"text",131,2860
"sunset and after twilight, the same voice every hour, at the striking",20743,"text",131,2860
"of the helmsman’s bell, was heard—“What d’ye see?—sharp! sharp!”",20744,"text",131,2860
"",20745,"text",131,2861
"But when three or four days had slided by, after meeting the",20746,"text",131,2861
"children-seeking Rachel; and no spout had yet been seen; the monomaniac",20747,"text",131,2861
"old man seemed distrustful of his crew’s fidelity; at least, of nearly",20748,"text",131,2861
"all except the Pagan harpooneers; he seemed to doubt, even, whether",20749,"text",131,2861
"Stubb and Flask might not willingly overlook the sight he sought. But",20750,"text",131,2861
"if these suspicions were really his, he sagaciously refrained from",20751,"text",131,2861
"verbally expressing them, however his actions might seem to hint them.",20752,"text",131,2861
"",20753,"text",131,2862
"“I will have the first sight of the whale myself,”—he said. “Aye! Ahab",20754,"text",131,2862
"must have the doubloon!” and with his own hands he rigged a nest of",20755,"text",131,2862
"basketed bowlines; and sending a hand aloft, with a single sheaved",20756,"text",131,2862
"block, to secure to the main-mast head, he received the two ends of the",20757,"text",131,2862
"downward-reeved rope; and attaching one to his basket prepared a pin",20758,"text",131,2862
"for the other end, in order to fasten it at the rail. This done, with",20759,"text",131,2862
"that end yet in his hand and standing beside the pin, he looked round",20760,"text",131,2862
"upon his crew, sweeping from one to the other; pausing his glance long",20761,"text",131,2862
"upon Daggoo, Queequeg, Tashtego; but shunning Fedallah; and then",20762,"text",131,2862
"settling his firm relying eye upon the chief mate, said,—“Take the",20763,"text",131,2862
"rope, sir—I give it into thy hands, Starbuck.” Then arranging his",20764,"text",131,2862
"person in the basket, he gave the word for them to hoist him to his",20765,"text",131,2862
"perch, Starbuck being the one who secured the rope at last; and",20766,"text",131,2862
"afterwards stood near it. And thus, with one hand clinging round the",20767,"text",131,2862
"royal mast, Ahab gazed abroad upon the sea for miles and miles,—ahead,",20768,"text",131,2862
"astern, this side, and that,—within the wide expanded circle commanded",20769,"text",131,2862
"at so great a height.",20770,"text",131,2862
"",20771,"text",131,2863
"When in working with his hands at some lofty almost isolated place in",20772,"text",131,2863
"the rigging, which chances to afford no foothold, the sailor at sea is",20773,"text",131,2863
"hoisted up to that spot, and sustained there by the rope; under these",20774,"text",131,2863
"circumstances, its fastened end on deck is always given in strict",20775,"text",131,2863
"charge to some one man who has the special watch of it. Because in such",20776,"text",131,2863
"a wilderness of running rigging, whose various different relations",20777,"text",131,2863
"aloft cannot always be infallibly discerned by what is seen of them at",20778,"text",131,2863
"the deck; and when the deck-ends of these ropes are being every few",20779,"text",131,2863
"minutes cast down from the fastenings, it would be but a natural",20780,"text",131,2863
"fatality, if, unprovided with a constant watchman, the hoisted sailor",20781,"text",131,2863
"should by some carelessness of the crew be cast adrift and fall all",20782,"text",131,2863
"swooping to the sea. So Ahab’s proceedings in this matter were not",20783,"text",131,2863
"unusual; the only strange thing about them seemed to be, that Starbuck,",20784,"text",131,2863
"almost the one only man who had ever ventured to oppose him with",20785,"text",131,2863
"anything in the slightest degree approaching to decision—one of those",20786,"text",131,2863
"too, whose faithfulness on the look-out he had seemed to doubt",20787,"text",131,2863
"somewhat;—it was strange, that this was the very man he should select",20788,"text",131,2863
"for his watchman; freely giving his whole life into such an otherwise",20789,"text",131,2863
"distrusted person’s hands.",20790,"text",131,2863
"",20791,"text",131,2864
"Now, the first time Ahab was perched aloft; ere he had been there ten",20792,"text",131,2864
"minutes; one of those red-billed savage sea-hawks which so often fly",20793,"text",131,2864
"incommodiously close round the manned mast-heads of whalemen in these",20794,"text",131,2864
"latitudes; one of these birds came wheeling and screaming round his",20795,"text",131,2864
"head in a maze of untrackably swift circlings. Then it darted a",20796,"text",131,2864
"thousand feet straight up into the air; then spiralized downwards, and",20797,"text",131,2864
"went eddying again round his head.",20798,"text",131,2864
"",20799,"text",131,2865
"But with his gaze fixed upon the dim and distant horizon, Ahab seemed",20800,"text",131,2865
"not to mark this wild bird; nor, indeed, would any one else have marked",20801,"text",131,2865
"it much, it being no uncommon circumstance; only now almost the least",20802,"text",131,2865
"heedful eye seemed to see some sort of cunning meaning in almost every",20803,"text",131,2865
"sight.",20804,"text",131,2865
"",20805,"text",131,2866
"“Your hat, your hat, sir!” suddenly cried the Sicilian seaman, who",20806,"text",131,2866
"being posted at the mizen-mast-head, stood directly behind Ahab, though",20807,"text",131,2866
"somewhat lower than his level, and with a deep gulf of air dividing",20808,"text",131,2866
"them.",20809,"text",131,2866
"",20810,"text",131,2867
"But already the sable wing was before the old man’s eyes; the long",20811,"text",131,2867
"hooked bill at his head: with a scream, the black hawk darted away with",20812,"text",131,2867
"his prize.",20813,"text",131,2867
"",20814,"text",131,2868
"An eagle flew thrice round Tarquin’s head, removing his cap to replace",20815,"text",131,2868
"it, and thereupon Tanaquil, his wife, declared that Tarquin would be",20816,"text",131,2868
"king of Rome. But only by the replacing of the cap was that omen",20817,"text",131,2868
"accounted good. Ahab’s hat was never restored; the wild hawk flew on",20818,"text",131,2868
"and on with it; far in advance of the prow: and at last disappeared;",20819,"text",131,2868
"while from the point of that disappearance, a minute black spot was",20820,"text",131,2868
"dimly discerned, falling from that vast height into the sea.",20821,"text",131,2868
"",20822,"text",131,2869
"",20823,"text",131,2870
"",20824,"text",131,2871
"",20825,"text",131,2872
"CHAPTER CXXXI. THE PEQUOD MEETS THE DELIGHT",20826,"text",132,2872
"",20827,"text",132,2873
"",20828,"text",132,2874
"The intense Pequod sailed on; the rolling waves and days went by; the",20829,"text",132,2874
"life-buoy-coffin still lightly swung; and another ship, most miserably",20830,"text",132,2874
"misnamed the Delight, was descried. As she drew nigh, all eyes were",20831,"text",132,2874
"fixed upon her broad beams, called shears, which, in some",20832,"text",132,2874
"whaling-ships, cross the quarter-deck at the height of eight or nine",20833,"text",132,2874
"feet; serving to carry the spare, unrigged, or disabled boats.",20834,"text",132,2874
"",20835,"text",132,2875
"Upon the stranger’s shears were beheld the shattered, white ribs, and",20836,"text",132,2875
"some few splintered planks, of what had once been a whale-boat; but you",20837,"text",132,2875
"now saw through this wreck, as plainly as you see through the peeled,",20838,"text",132,2875
"half-unhinged, and bleaching skeleton of a horse.",20839,"text",132,2875
"",20840,"text",132,2876
"“Hast seen the White Whale?”",20841,"text",132,2876
"",20842,"text",132,2877
"“Look!” replied the hollow-cheeked captain from his taffrail; and with",20843,"text",132,2877
"his trumpet he pointed to the wreck.",20844,"text",132,2877
"",20845,"text",132,2878
"“Hast killed him?”",20846,"text",132,2878
"",20847,"text",132,2879
"“The harpoon is not yet forged that will ever do that,” answered the",20848,"text",132,2879
"other, sadly glancing upon a rounded hammock on the deck, whose",20849,"text",132,2879
"gathered sides some noiseless sailors were busy in sewing together.",20850,"text",132,2879
"",20851,"text",132,2880
"“Not forged!” and snatching Perth’s levelled iron from the crotch, Ahab",20852,"text",132,2880
"held it out, exclaiming—“Look ye, Nantucketer; here in this hand I hold",20853,"text",132,2880
"his death! Tempered in blood, and tempered by lightning are these",20854,"text",132,2880
"barbs; and I swear to temper them triply in that hot place behind the",20855,"text",132,2880
"fin, where the White Whale most feels his accursed life!”",20856,"text",132,2880
"",20857,"text",132,2881
"“Then God keep thee, old man—see’st thou that”—pointing to the",20858,"text",132,2881
"hammock—“I bury but one of five stout men, who were alive only",20859,"text",132,2881
"yesterday; but were dead ere night. Only _that_ one I bury; the rest",20860,"text",132,2881
"were buried before they died; you sail upon their tomb.” Then turning",20861,"text",132,2881
